iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
BHR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,3991738.59,tonnes,annual,2023-10-03 21:12:43.269014,
BHR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,3992122.671,tonnes,annual,2023-10-03 21:12:43.269021,
BHS,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,,tonnes,annual,2023-10-03 21:12:43.269572,
BHS,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,,tonnes,annual,2023-10-03 21:12:43.269584,
BHS,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,,tonnes,annual,2023-10-03 21:12:43.269593,
BHS,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,,tonnes,annual,2023-10-03 21:12:43.269602,
BHS,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,,tonnes,annual,2023-10-03 21:12:43.269612,
BIH,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,1194073.191,tonnes,annual,2023-10-03 21:12:43.270169,
BIH,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,54.74364432,tonnes,annual,2023-10-03 21:12:43.270179,
BIH,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,10.45419881,tonnes,annual,2023-10-03 21:12:43.270186,
BIH,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,1206115.893,tonnes,annual,2023-10-03 21:12:43.270194,
BIH,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,1206231.944,tonnes,annual,2023-10-03 21:12:43.270201,
BLM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,,tonnes,annual,2023-10-03 21:12:43.270754,
BLM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,,tonnes,annual,2023-10-03 21:12:43.270765,
BLM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,,tonnes,annual,2023-10-03 21:12:43.270774,
